[12:14:09] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', name='PROD'
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[12:14:14] [main/INFO]: Reloading ResourceManager: Default
[12:14:15] [Worker-Main-6/INFO]: Loaded 7 recipes
[12:14:16] [Worker-Main-6/INFO]: Loaded 927 advancements
[12:14:42] [Server thread/INFO]: Starting minecraft server version 1.16.1
[12:14:42] [Server thread/WARN]: To start the server with more ram, launch it as "java -Xmx1024M -Xms1024M -jar minecraft_server.jar"
[12:14:42] [Server thread/INFO]: Loading properties
[12:14:42] [Server thread/INFO]: Default game type: SURVIVAL
[12:14:42] [Server thread/INFO]: Generating keypair
[12:14:42] [Server console handler/ERROR]: Exception handling console input
java.io.IOException: The handle is invalid
	at java.io.FileInputStream.readBytes(Native Method) ~[?:1.8.0_251]
	at java.io.FileInputStream.read(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedInputStream.read1(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedInputStream.read(Unknown Source) ~[?:1.8.0_251]
	at sun.nio.cs.StreamDecoder.readBytes(Unknown Source) ~[?:1.8.0_251]
	at sun.nio.cs.StreamDecoder.implRead(Unknown Source) ~[?:1.8.0_251]
	at sun.nio.cs.StreamDecoder.read(Unknown Source) ~[?:1.8.0_251]
	at java.io.InputStreamReader.read(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedReader.fill(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedReader.readLine(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedReader.readLine(Unknown Source) ~[?:1.8.0_251]
	at yd$1.run(SourceFile:90) [server.jar:?]
[12:14:44] [Server thread/INFO]: Starting Minecraft server on *:25565
[12:14:44] [Server thread/INFO]: Using default channel type
[12:14:47] [Server thread/INFO]: Preparing level "world"
[12:17:42] [Worker-Main-7/INFO]: Preparing spawn area: 38%
[12:17:42] [Worker-Main-7/INFO]: Preparing spawn area: 38%
[12:17:43] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:43] [Worker-Main-7/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-7/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-7/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-7/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-7/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-7/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-7/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-7/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-7/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-9/INFO]: Preparing spawn area: 43%
[12:17:52] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:17:54] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:17:54] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:17:54] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-9/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:35] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 44%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 45%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 45%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 45%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 45%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 45%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 46%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 46%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 46%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 46%
[12:18:36] [Worker-Main-7/INFO]: Preparing spawn area: 46%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-9/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-8/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-8/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-8/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-8/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-8/INFO]: Preparing spawn area: 51%
[12:18:44] [Worker-Main-8/INFO]: Preparing spawn area: 51%
[12:19:01] [Worker-Main-9/INFO]: Preparing spawn area: 53%
[12:19:01] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:01] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:01] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:01] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:01] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:01] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:01] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:01] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 53%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 54%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 54%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 54%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 54%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 54%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 54%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 55%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 55%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 55%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 55%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 55%
[12:19:02] [Worker-Main-9/INFO]: Preparing spawn area: 55%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 55%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 55%
[12:19:02] [Worker-Main-8/INFO]: Preparing spawn area: 55%
[12:19:04] [Worker-Main-8/INFO]: Preparing spawn area: 55%
[12:19:04] [Worker-Main-9/INFO]: Preparing spawn area: 55%
[12:19:04] [Worker-Main-9/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-9/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-9/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-9/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-9/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-9/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-9/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-9/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-9/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 56%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 57%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 57%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 57%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 57%
[12:19:17] [Worker-Main-8/INFO]: Preparing spawn area: 57%
[12:19:18] [Worker-Main-7/INFO]: Preparing spawn area: 57%
[12:19:18] [Worker-Main-7/INFO]: Preparing spawn area: 57%
[12:20:19] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:19] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:19] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:19] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:19] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:19] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:19] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:19] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:19] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-7/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 58%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 59%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 59%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 59%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 59%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 59%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 60%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 60%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 60%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 60%
[12:20:20] [Worker-Main-8/INFO]: Preparing spawn area: 60%
[12:20:22] [Worker-Main-9/INFO]: Preparing spawn area: 68%
[12:20:22] [Worker-Main-7/INFO]: Preparing spawn area: 68%
[12:20:22] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:23] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:23] [Worker-Main-9/INFO]: Preparing spawn area: 68%
[12:20:23] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:25] [Worker-Main-9/INFO]: Preparing spawn area: 68%
[12:20:25] [Worker-Main-9/INFO]: Preparing spawn area: 68%
[12:20:25] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-9/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-9/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-9/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:47] [Worker-Main-9/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 68%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 69%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 69%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 69%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 69%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 69%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 69%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 70%
